repo_name,provider,stage_name,stage_started_at,stage_completed_at,stage_duration_sec,duration_source,success,return_code,has_error
interp-incongruent-3e42-gemini,codex,experiment_runner,2026-04-19T21:11:17.628368,2026-04-19T21:20:45.921774,568.293406,timestamps,True,,False
diluted-steganography-b649-gemini,codex,resource_finder,2026-04-19T21:45:08.009087,2026-04-19T21:53:08.116435,480.107348,timestamps,True,,False
diluted-steganography-b649-gemini,codex,experiment_runner,2026-04-19T21:53:08.116959,2026-04-19T22:01:05.095374,476.978415,timestamps,True,,False
diluted-steganography-9471-claude,codex,resource_finder,2026-04-19T22:36:38.431383,2026-04-19T22:54:24.213143,1065.78176,timestamps,True,,False
diluted-steganography-9471-claude,codex,experiment_runner,2026-04-19T22:54:24.213641,2026-04-19T23:30:43.757183,2179.543542,timestamps,True,,False
diluted-steganography-nlp-9907-codex,codex,resource_finder,2026-04-19T22:37:23.508228,2026-04-19T22:47:25.258375,601.750147,timestamps,True,,False
diluted-steganography-nlp-9907-codex,codex,experiment_runner,2026-04-19T22:47:25.258627,2026-04-19T23:23:00.070902,2134.812275,timestamps,True,,False
induction-head-leakage-36ef-gemini,codex,resource_finder,2026-04-19T22:42:15.331769,2026-04-19T22:55:11.324876,775.993107,timestamps,True,,False
induction-head-leakage-36ef-gemini,codex,experiment_runner,2026-04-19T22:55:11.325238,2026-04-19T22:59:27.816104,256.490866,timestamps,True,,False
induction-head-leakage-9a37-claude,codex,resource_finder,2026-04-20T00:16:15.524728,2026-04-20T00:30:50.967931,875.443203,timestamps,True,,False
induction-head-leakage-9a37-claude,codex,experiment_runner,2026-04-20T00:30:50.968249,2026-04-20T01:13:29.021072,2558.052823,timestamps,True,,False
induction-head-leakage-8afa-codex,codex,resource_finder,2026-04-20T17:28:02.325221,2026-04-20T17:32:48.100786,285.775565,timestamps,True,,False
induction-head-leakage-8afa-codex,codex,experiment_runner,2026-04-20T17:32:48.101155,2026-04-20T18:05:47.517941,1979.416786,timestamps,True,,False
robustness-vs-artifacts-21e9-claude,codex,resource_finder,2026-04-20T05:13:29.789142,2026-04-20T05:26:21.206512,771.41737,timestamps,True,,False
robustness-vs-artifacts-21e9-claude,codex,experiment_runner,2026-04-20T05:26:21.206769,2026-04-20T05:49:33.453021,1392.246252,timestamps,True,,False
hidden-misalignment-llm-6ab7-claude,codex,resource_finder,2026-04-20T05:59:34.914993,2026-04-20T06:39:50.235260,2415.320267,timestamps,True,,False
hidden-misalignment-llm-6ab7-claude,codex,experiment_runner,2026-04-20T06:39:50.235516,2026-04-20T06:51:48.293188,718.057672,timestamps,True,,False
stat-meta-robustness-948b-claude,codex,resource_finder,2026-04-20T07:01:02.939157,2026-04-20T07:10:55.403868,592.464711,timestamps,True,,False
stat-meta-robustness-948b-claude,codex,experiment_runner,2026-04-20T07:10:55.404186,2026-04-20T07:34:02.484058,1387.079872,timestamps,True,,False
adv-robust-battery-sim-9bd0-claude,codex,resource_finder,2026-04-20T07:45:22.012081,2026-04-20T07:57:31.155236,729.143155,timestamps,True,,False
adv-robust-battery-sim-9bd0-claude,codex,experiment_runner,2026-04-20T07:57:31.155521,2026-04-20T08:30:26.768513,1975.612992,timestamps,True,,False
misalignment-thresholds-151f-claude,codex,resource_finder,2026-04-20T08:40:39.240175,2026-04-20T08:48:27.558977,468.318802,timestamps,True,,False
misalignment-thresholds-151f-claude,codex,experiment_runner,2026-04-20T08:48:27.559308,2026-04-20T09:07:35.991928,1148.43262,timestamps,True,,False
mlp-hidden-state-b821-claude,codex,resource_finder,2026-04-24T19:49:02.629420,2026-04-24T20:21:12.389257,1929.759837,timestamps,True,,False
mlp-hidden-state-b821-claude,codex,experiment_runner,2026-04-24T20:21:12.389775,2026-04-24T21:39:42.669010,4710.279235,timestamps,True,,False
layernorm-concept-assoc-dbdc-claude,codex,resource_finder,2026-04-26T02:40:44.719478,2026-04-26T03:25:39.204176,2694.484698,timestamps,True,,False
layernorm-concept-assoc-dbdc-claude,codex,experiment_runner,2026-04-26T03:25:39.204432,2026-04-26T04:28:36.940098,3777.735666,timestamps,True,,False
llm-recommender-efficacy-84bb-claude,codex,resource_finder,2026-04-26T03:24:29.041559,2026-04-26T03:47:05.893809,1356.85225,timestamps,True,,False
llm-recommender-efficacy-84bb-claude,codex,experiment_runner,2026-04-26T03:47:06.179379,2026-04-26T04:15:31.443051,1705.263672,timestamps,True,,False
mlp-hidden-state-1a8c-codex,codex,resource_finder,2026-04-27T01:08:47.223969,2026-04-27T01:16:15.528692,448.304723,timestamps,True,,False
mlp-hidden-state-1a8c-codex,codex,experiment_runner,2026-04-27T01:16:15.529179,2026-04-27T01:28:51.956038,756.426859,timestamps,True,,False
mlp-hidden-state-2c11-gemini,codex,resource_finder,2026-04-27T02:01:53.567784,2026-04-27T02:13:02.223508,668.655724,timestamps,True,,False
mlp-hidden-state-2c11-gemini,codex,experiment_runner,2026-04-27T02:13:02.224043,2026-04-27T02:21:38.165658,515.941615,timestamps,True,,False
llm-standard-knowledge-e336-gemini,codex,resource_finder,2026-04-27T02:44:02.903524,2026-04-27T02:55:32.679264,689.77574,timestamps,True,,False
llm-standard-knowledge-e336-gemini,codex,experiment_runner,2026-04-27T02:55:32.679597,2026-04-27T03:00:54.414618,321.735021,timestamps,True,,False
llm-standard-knowledge-9f5d-codex,codex,resource_finder,2026-04-27T17:11:40.041453,2026-04-27T17:21:00.384341,560.342888,timestamps,True,,False
llm-standard-knowledge-9f5d-codex,codex,experiment_runner,2026-04-27T17:21:00.384629,2026-04-27T17:51:57.920411,1857.535782,timestamps,True,,False
agents-avoid-collapse-4c30-gemini,codex,resource_finder,2026-04-27T20:29:57.484157,2026-04-27T20:40:00.931805,603.447648,timestamps,True,,False
agents-avoid-collapse-4c30-gemini,codex,experiment_runner,2026-04-27T20:40:00.932136,2026-04-27T21:27:05.356596,2824.42446,timestamps,True,,False
llm-standard-knowledge-c8f8-claude,codex,resource_finder,2026-04-27T20:31:24.891284,2026-04-27T21:02:45.565479,1880.674195,timestamps,True,,False
llm-standard-knowledge-c8f8-claude,codex,experiment_runner,2026-04-27T21:02:45.565750,2026-04-27T22:15:36.336232,4370.770482,timestamps,True,,False
agents-avoid-collapse-6c08-codex,codex,resource_finder,2026-04-28T04:02:22.382068,2026-04-28T04:11:58.367273,575.985205,timestamps,True,,False
agents-avoid-collapse-6c08-codex,codex,experiment_runner,2026-04-28T04:11:58.367732,2026-04-28T04:32:57.903961,1259.536229,timestamps,True,,False
agents-avoid-collapse-2361-claude,codex,resource_finder,2026-04-28T05:14:19.851707,2026-04-28T05:48:27.582708,2047.731001,timestamps,True,,False
agents-avoid-collapse-2361-claude,codex,experiment_runner,2026-04-28T05:48:27.583053,2026-04-28T07:03:19.475631,4491.892578,timestamps,True,,False
reverse-engineer-null-6299-claude,codex,resource_finder,2026-04-28T16:01:46.470909,2026-04-28T16:21:19.487775,1173.016866,timestamps,True,,False
reverse-engineer-null-6299-claude,codex,experiment_runner,2026-04-28T16:21:19.488093,2026-04-28T16:41:00.321129,1180.833036,timestamps,True,,False
science-of-sycophancy-ee2b-claude,codex,resource_finder,2026-05-01T06:17:16.650064,2026-05-01T06:36:46.757521,1170.107457,timestamps,True,,False
science-of-sycophancy-ee2b-claude,codex,experiment_runner,2026-05-01T06:36:46.758012,2026-05-01T07:22:08.944793,2722.186781,timestamps,True,,False
theory-of-simulation-1d19-claude,codex,resource_finder,2026-05-03T20:33:40.672771,2026-05-03T21:17:18.997640,2618.324869,timestamps,True,,False
theory-of-simulation-1d19-claude,codex,experiment_runner,2026-05-03T21:17:18.998160,2026-05-03T22:27:05.553028,4186.554868,timestamps,True,,False
simulation-theory-ai-54bc-gemini,codex,resource_finder,2026-05-03T21:05:19.769247,2026-05-03T21:18:47.211332,807.442085,timestamps,True,,False
simulation-theory-ai-54bc-gemini,codex,experiment_runner,2026-05-03T21:18:47.211819,2026-05-03T21:25:10.858960,383.647141,timestamps,True,,False
llm-recommendation-impact-2d38-gemini,codex,resource_finder,2026-05-03T21:07:03.084576,2026-05-03T21:17:18.745587,615.661011,timestamps,True,,False
llm-recommendation-impact-2d38-gemini,codex,experiment_runner,2026-05-03T21:17:18.745934,2026-05-03T21:26:38.599850,559.853916,timestamps,True,,False
layernorm-concept-assoc-8ff1-gemini,codex,resource_finder,2026-05-03T21:35:07.952083,2026-05-03T21:48:01.716843,773.76476,timestamps,True,,False
layernorm-concept-assoc-8ff1-gemini,codex,experiment_runner,2026-05-03T21:48:01.717159,2026-05-03T21:55:55.713525,473.996366,timestamps,True,,False
layernorm-concept-assoc-65c1-codex,codex,resource_finder,2026-05-04T20:51:11.803645,2026-05-04T20:59:21.028829,489.225184,timestamps,True,,False
layernorm-concept-assoc-65c1-codex,codex,experiment_runner,2026-05-04T20:59:21.029162,2026-05-04T21:19:46.387910,1225.358748,timestamps,True,,False
align-failures-taxonomy-db56-claude,codex,resource_finder,2026-05-05T01:33:44.910807,2026-05-06T01:57:10.289294,87805.378487,timestamps,True,,False
align-failures-taxonomy-db56-claude,codex,experiment_runner,2026-05-06T01:57:10.289560,2026-05-06T01:59:07.289216,116.999656,timestamps,True,,False
llms-recommendation-ef-d7dc-codex,codex,resource_finder,2026-05-05T04:09:13.423051,2026-05-05T04:18:03.033002,529.609951,timestamps,True,,False
llms-recommendation-ef-d7dc-codex,codex,experiment_runner,2026-05-05T04:18:03.033348,2026-05-05T04:50:44.014912,1960.981564,timestamps,True,,False
theory-of-simulation-6163-codex,codex,resource_finder,2026-05-05T17:02:10.190442,2026-05-05T17:11:15.561289,545.370847,timestamps,True,,False
theory-of-simulation-6163-codex,codex,experiment_runner,2026-05-05T17:11:15.651499,2026-05-05T17:31:28.878774,1213.227275,timestamps,True,,False
hashmap-attention-5994-claude,codex,resource_finder,2026-05-06T17:47:48.990801,2026-05-06T18:10:09.694837,1340.704036,timestamps,True,,False
hashmap-attention-5994-claude,codex,experiment_runner,2026-05-06T18:10:09.695272,2026-05-06T18:35:07.360764,1497.665492,timestamps,True,,False
theory-of-simulation-ed89-claude,codex,resource_finder,2026-05-06T18:34:12.257610,2026-05-06T19:21:46.556427,2854.298817,timestamps,True,,False
theory-of-simulation-ed89-claude,codex,experiment_runner,2026-05-06T19:21:46.556863,2026-05-06T19:46:09.221131,1462.664268,timestamps,True,,False
gatekeeping-signaling-f85b-claude,codex,resource_finder,2026-05-06T19:55:57.649590,2026-05-06T20:20:11.358515,1453.708925,timestamps,True,,False
gatekeeping-signaling-f85b-claude,codex,experiment_runner,2026-05-06T20:20:11.358870,2026-05-06T20:34:34.476968,863.118098,timestamps,True,,False
talkie-generalization-ff5d-codex,codex,resource_finder,2026-05-10T08:40:59.486907,2026-05-10T08:47:38.735737,399.24883,timestamps,True,,False
talkie-generalization-ff5d-codex,codex,experiment_runner,2026-05-10T08:47:38.736080,2026-05-10T09:33:48.498158,2769.762078,timestamps,True,,False
talkie-generalization-8356-gemini,codex,resource_finder,2026-05-10T19:42:33.848576,2026-05-10T20:34:51.777656,3137.92908,timestamps,True,,False
talkie-generalization-8356-gemini,codex,experiment_runner,2026-05-10T20:34:51.778054,2026-05-10T21:00:56.042187,1564.264133,timestamps,True,,False
llm-judgment-impact-7e69-codex,codex,resource_finder,2026-05-11T05:17:47.933890,2026-05-11T05:23:59.775016,371.841126,timestamps,True,,False
llm-judgment-impact-7e69-codex,codex,experiment_runner,2026-05-11T05:23:59.775383,2026-05-11T05:36:58.892813,779.11743,timestamps,True,,False
align-failure-taxonomy-d26d-codex,codex,resource_finder,2026-05-11T22:10:02.697678,2026-05-11T22:18:16.530463,493.832785,timestamps,True,,False
align-failure-taxonomy-d26d-codex,codex,experiment_runner,2026-05-11T22:18:16.530872,2026-05-11T22:30:10.234207,713.703335,timestamps,True,,False
llm-judgment-effect-fa08-gemini,codex,resource_finder,2026-05-12T01:46:57.707858,2026-05-12T02:10:35.845456,1418.137598,timestamps,True,,False
llm-judgment-effect-fa08-gemini,codex,experiment_runner,2026-05-12T02:10:35.845828,2026-05-12T02:49:16.866867,2321.021039,timestamps,True,,False
align-failures-taxonomy-344e-gemini,codex,resource_finder,2026-05-12T01:47:34.446800,2026-05-12T02:03:37.908568,963.461768,timestamps,True,,False
align-failures-taxonomy-344e-gemini,codex,experiment_runner,2026-05-12T02:03:37.908890,2026-05-12T02:10:21.753070,403.84418,timestamps,True,,False
talkie-generalization-e993-claude,codex,resource_finder,2026-05-12T01:52:19.963543,2026-05-12T02:17:25.872755,1505.909212,timestamps,True,,False
talkie-generalization-e993-claude,codex,experiment_runner,2026-05-12T02:17:25.873098,2026-05-12T04:02:36.657928,6310.78483,timestamps,True,,False
llm-judgment-impact-9fb4-claude,codex,resource_finder,2026-05-12T01:55:15.886400,2026-05-12T02:16:58.304232,1302.417832,timestamps,True,,False
llm-judgment-impact-9fb4-claude,codex,experiment_runner,2026-05-12T02:16:58.304483,2026-05-12T03:14:53.590412,3475.285929,timestamps,True,,False
distinct-persona-ai-b685-gemini,codex,resource_finder,2026-05-16T19:32:03.505394,2026-05-16T19:43:27.240873,683.735479,timestamps,True,,False
distinct-persona-ai-b685-gemini,codex,experiment_runner,2026-05-16T19:43:27.241206,2026-05-16T19:58:02.299402,875.058196,timestamps,True,,False
llm-loopholes-research-1dc8-gemini,codex,resource_finder,2026-05-16T19:33:11.290063,2026-05-16T19:40:58.999113,467.70905,timestamps,True,,False
llm-loopholes-research-1dc8-gemini,codex,experiment_runner,2026-05-16T19:40:58.999451,2026-05-16T19:49:28.615096,509.615645,timestamps,True,,False
distinct-persona-ai-5094-codex,codex,resource_finder,2026-05-17T04:13:31.892987,2026-05-17T04:20:01.766410,389.873423,timestamps,True,,False
distinct-persona-ai-5094-codex,codex,experiment_runner,2026-05-17T04:20:01.766738,2026-05-17T04:42:26.520416,1344.753678,timestamps,True,,False
llm-loopholes-research-9e63-codex,codex,resource_finder,2026-05-17T21:19:05.650138,2026-05-17T21:28:06.821458,541.17132,timestamps,True,,False
llm-loopholes-research-9e63-codex,codex,experiment_runner,2026-05-17T21:28:06.821721,2026-05-17T21:51:34.919839,1408.098118,timestamps,True,,False
llm-persona-dislike-e5f8-gemini,codex,resource_finder,2026-05-18T00:34:14.820446,2026-05-18T00:59:55.184992,1540.364546,timestamps,True,,False
llm-persona-dislike-e5f8-gemini,codex,experiment_runner,2026-05-18T00:59:55.185371,2026-05-18T01:33:43.587760,2028.402389,timestamps,True,,False
llm-loopholes-research-570f-claude,codex,resource_finder,2026-05-18T00:48:01.990625,2026-05-18T01:18:45.284399,1843.293774,timestamps,True,,False
llm-loopholes-research-570f-claude,codex,experiment_runner,2026-05-18T01:18:45.284751,2026-05-18T02:05:02.856280,2777.571529,timestamps,True,,False
distinct-persona-ai-12e6-claude,codex,resource_finder,2026-05-18T00:48:22.988540,2026-05-18T01:11:25.918695,1382.930155,timestamps,True,,False
distinct-persona-ai-12e6-claude,codex,experiment_runner,2026-05-18T01:11:25.919012,2026-05-18T02:47:25.254161,5759.335149,timestamps,True,,False
llm-persona-dislike-c0d6-codex,codex,resource_finder,2026-05-18T02:09:23.878330,2026-05-18T02:16:19.404663,415.526333,timestamps,True,,False
llm-persona-dislike-c0d6-codex,codex,experiment_runner,2026-05-18T02:16:19.404924,2026-05-18T02:31:16.588616,897.183692,timestamps,True,,False
llm-persona-dislike-1529-claude,codex,resource_finder,2026-05-18T02:25:53.150652,2026-05-18T03:05:14.550737,2361.400085,timestamps,True,,False
llm-persona-dislike-1529-claude,codex,experiment_runner,2026-05-18T03:05:14.551273,2026-05-18T03:25:18.491267,1203.939994,timestamps,True,,False
novel-bio-mechanisms-c075-claude,codex,resource_finder,2026-05-19T16:30:36.262222,2026-05-19T17:00:12.234797,1775.972575,timestamps,True,,False
novel-bio-mechanisms-c075-claude,codex,experiment_runner,2026-05-19T17:00:12.235049,2026-05-19T18:21:10.859766,4858.624717,timestamps,True,,False
llm-death-thoughts-cdac-gemini,codex,resource_finder,2026-05-23T21:47:13.815651,2026-05-23T21:56:26.992506,553.176855,timestamps,True,,False
llm-death-thoughts-cdac-gemini,codex,experiment_runner,2026-05-23T21:56:26.992880,2026-05-23T22:06:51.015473,624.022593,timestamps,True,,False
llm-reading-modes-30aa-gemini,codex,resource_finder,2026-05-23T21:47:44.787701,2026-05-23T22:04:41.351147,1016.563446,timestamps,True,,False
llm-reading-modes-30aa-gemini,codex,experiment_runner,2026-05-23T22:04:41.351483,2026-05-23T22:09:50.679546,309.328063,timestamps,True,,False
llm-forecasting-cd55-claude,codex,resource_finder,2026-05-23T21:50:22.523132,2026-05-24T20:06:57.011621,80194.488489,timestamps,True,,False
llm-forecasting-cd55-claude,codex,experiment_runner,2026-05-24T20:06:57.011881,2026-05-24T20:31:13.444444,1456.432563,timestamps,True,,False
llm-death-thoughts-b7a5-claude,codex,resource_finder,2026-05-24T00:44:22.715656,2026-05-24T01:09:09.431766,1486.71611,timestamps,True,,False
llm-death-thoughts-b7a5-claude,codex,experiment_runner,2026-05-24T01:09:09.432038,2026-05-24T01:27:02.283444,1072.851406,timestamps,True,,False
llm-reading-modes-c01e-claude,codex,resource_finder,2026-05-24T00:44:32.860936,2026-05-24T01:07:30.265117,1377.404181,timestamps,True,,False
llm-reading-modes-c01e-claude,codex,experiment_runner,2026-05-24T01:07:30.265442,2026-05-24T06:14:36.028256,18425.762814,timestamps,True,,False
llm-forecasting-ea39-gemini,codex,resource_finder,2026-05-24T21:00:53.346105,2026-05-24T21:09:22.217672,508.871567,timestamps,True,,False
llm-forecasting-ea39-gemini,codex,experiment_runner,2026-05-24T21:09:22.217930,2026-05-24T21:22:06.053770,763.83584,timestamps,True,,False
llm-death-thoughts-89b7-codex,codex,resource_finder,2026-05-24T22:09:32.780727,2026-05-24T22:17:10.227820,457.447093,timestamps,True,,False
llm-death-thoughts-89b7-codex,codex,experiment_runner,2026-05-24T22:17:10.228093,2026-05-24T22:50:49.313389,2019.085296,timestamps,True,,False
llm-reading-modes-af09-codex,codex,resource_finder,2026-05-25T03:42:02.239271,2026-05-25T03:49:32.004518,449.765247,timestamps,True,,False
llm-reading-modes-af09-codex,codex,experiment_runner,2026-05-25T03:49:32.004859,2026-05-25T04:49:23.133768,3591.128909,timestamps,True,,False
llm-forecasting-3be2-codex,codex,resource_finder,2026-05-25T09:42:44.812265,2026-05-25T09:52:05.407240,560.594975,timestamps,True,,False
llm-forecasting-3be2-codex,codex,experiment_runner,2026-05-25T09:52:05.407520,2026-05-25T10:01:48.334384,582.926864,timestamps,True,,False
hilbert-nullstellensatz-d241-codex,codex,resource_finder,2026-05-30T00:44:06.505049,2026-05-30T00:56:37.197522,750.692473,timestamps,True,,False
hilbert-nullstellensatz-d241-codex,codex,experiment_runner,2026-05-30T00:56:37.197859,2026-05-30T01:07:36.688256,659.490397,timestamps,True,,False
jacobson-commutativity-3-36c0-codex,codex,resource_finder,2026-05-30T05:56:05.439315,2026-05-30T06:14:34.358428,1108.919113,timestamps,True,,False
jacobson-commutativity-3-36c0-codex,codex,experiment_runner,2026-05-30T06:14:34.358763,2026-05-30T06:29:13.657927,879.299164,timestamps,True,,False
novel-bio-mechanisms-a08e-gemini,codex,resource_finder,2026-05-30T21:10:31.253462,2026-05-30T21:22:38.057941,726.804479,timestamps,True,,False
novel-bio-mechanisms-a08e-gemini,codex,experiment_runner,2026-05-30T21:22:38.058269,2026-05-30T21:27:09.688059,271.62979,timestamps,True,,False
llm-vs-human-loopholes-0ca7-gemini,codex,resource_finder,2026-05-30T21:11:36.470111,2026-05-30T21:19:04.553128,448.083017,timestamps,True,,False
llm-vs-human-loopholes-0ca7-gemini,codex,experiment_runner,2026-05-30T21:19:04.553467,2026-05-30T21:29:17.352417,612.79895,timestamps,True,,False
novel-geom-addressing-c44b-claude,codex,resource_finder,2026-05-30T21:12:47.520626,2026-05-30T21:29:24.376507,996.855881,timestamps,True,,False
novel-geom-addressing-c44b-claude,codex,experiment_runner,2026-05-30T21:29:24.376800,2026-05-30T22:23:13.569933,3229.193133,timestamps,True,,False
novel-bio-mechanisms-002c-claude,codex,resource_finder,2026-05-30T21:43:44.025748,2026-05-30T22:07:37.684100,1433.658352,timestamps,True,,False
novel-bio-mechanisms-002c-claude,codex,experiment_runner,2026-05-30T22:07:37.684357,2026-05-30T22:39:59.199777,1941.51542,timestamps,True,,False
llm-vs-human-loopholes-e858-claude,codex,resource_finder,2026-05-30T21:44:13.926209,2026-05-30T22:14:19.954852,1806.028643,timestamps,True,,False
llm-vs-human-loopholes-e858-claude,codex,experiment_runner,2026-05-30T22:14:19.955189,2026-05-31T00:45:28.965303,9069.010114,timestamps,True,,False
novel-geom-addressing-028d-gemini,codex,resource_finder,2026-05-31T02:02:35.109407,2026-05-31T02:17:21.407227,886.29782,timestamps,True,,False
novel-geom-addressing-028d-gemini,codex,experiment_runner,2026-05-31T02:17:21.407500,2026-05-31T02:23:41.098455,379.690955,timestamps,True,,False
novel-bio-mechanisms-594c-codex,codex,resource_finder,2026-05-31T02:12:24.647371,2026-05-31T02:36:47.980873,1463.333502,timestamps,True,,False
novel-bio-mechanisms-594c-codex,codex,experiment_runner,2026-05-31T02:36:47.981200,2026-05-31T02:58:03.666886,1275.685686,timestamps,True,,False
llm-vs-human-loopholes-028c-codex,codex,resource_finder,2026-05-31T07:39:55.854932,2026-05-31T08:01:08.307664,1272.452732,timestamps,True,,False
llm-vs-human-loopholes-028c-codex,codex,experiment_runner,2026-05-31T08:01:08.308001,2026-05-31T08:33:40.489440,1952.181439,timestamps,True,,False
novel-geom-addressing-506d-codex,codex,resource_finder,2026-06-01T03:47:08.517563,2026-06-01T04:04:43.963726,1055.446163,timestamps,True,,False
novel-geom-addressing-506d-codex,codex,experiment_runner,2026-06-01T04:04:43.964068,2026-06-01T04:19:11.571137,867.607069,timestamps,True,,False
ai-driven-invention-03d7-gemini,codex,resource_finder,2026-06-07T21:05:54.176551,2026-06-07T21:13:51.272411,477.09586,timestamps,True,,False
ai-driven-invention-03d7-gemini,codex,experiment_runner,2026-06-07T21:13:51.272936,2026-06-07T21:17:08.371614,197.098678,timestamps,True,,False
narrative-space-llm-3519-gemini,codex,resource_finder,2026-06-07T21:07:11.025714,2026-06-07T21:12:38.567613,327.541899,timestamps,True,,False
narrative-space-llm-3519-gemini,codex,experiment_runner,2026-06-07T21:12:38.568018,2026-06-07T21:20:20.506762,461.938744,timestamps,True,,False
base-vs-instruct-models-d95a-claude,codex,resource_finder,2026-06-07T21:18:00.503200,2026-06-07T21:28:33.057183,632.553983,timestamps,True,,False
base-vs-instruct-models-d95a-claude,codex,experiment_runner,2026-06-07T21:28:33.057534,2026-06-07T22:29:26.759747,3653.702213,timestamps,True,,False
ai-driven-invention-4088-claude,codex,resource_finder,2026-06-07T21:22:10.801147,2026-06-08T13:51:02.026718,59331.225571,timestamps,True,,False
ai-driven-invention-4088-claude,codex,experiment_runner,2026-06-08T13:51:02.026955,2026-06-08T14:06:54.079118,952.052163,timestamps,True,,False
ai-driven-invention-9655-codex,codex,resource_finder,2026-06-08T03:38:33.903543,2026-06-08T03:55:42.656896,1028.753353,timestamps,True,,False
ai-driven-invention-9655-codex,codex,experiment_runner,2026-06-08T03:55:42.657191,2026-06-08T04:14:35.608783,1132.951592,timestamps,True,,False
base-vs-instruct-models-d3a1-gemini,codex,resource_finder,2026-06-08T14:02:01.993595,2026-06-08T14:18:14.802763,972.809168,timestamps,True,,False
base-vs-instruct-models-d3a1-gemini,codex,experiment_runner,2026-06-08T14:18:14.803328,2026-06-08T14:24:08.383052,353.579724,timestamps,True,,False
narrative-space-llm-8f63-claude,codex,resource_finder,2026-06-08T14:03:54.971632,2026-06-08T14:18:12.987222,858.01559,timestamps,True,,False
narrative-space-llm-8f63-claude,codex,experiment_runner,2026-06-08T14:18:12.987566,2026-06-08T14:43:14.521676,1501.53411,timestamps,True,,False
narrative-space-llm-65e5-codex,codex,resource_finder,2026-06-08T14:28:00.784663,2026-06-08T14:44:12.979006,972.194343,timestamps,True,,False
narrative-space-llm-65e5-codex,codex,experiment_runner,2026-06-08T14:44:12.979300,2026-06-08T15:10:40.270278,1587.290978,timestamps,True,,False
base-vs-instruct-models-9ebe-codex,codex,resource_finder,2026-06-08T21:57:07.527071,2026-06-08T22:13:18.564049,971.036978,timestamps,True,,False
base-vs-instruct-models-9ebe-codex,codex,experiment_runner,2026-06-08T22:13:18.564418,2026-06-08T22:31:32.144359,1093.579941,timestamps,True,,False
llm-sleep-mechanism-d0a6-claude,codex,resource_finder,2026-06-15T04:00:37.788670,2026-06-15T04:46:18.196444,2740.407774,timestamps,True,,False
llm-sleep-mechanism-d0a6-claude,codex,experiment_runner,2026-06-15T04:46:18.196919,2026-06-15T05:41:53.330500,3335.133581,timestamps,True,,False
sampling-nn-1a8c-claude,codex,resource_finder,2026-06-15T04:02:32.228143,2026-06-15T04:21:29.958141,1137.729998,timestamps,True,,False
sampling-nn-1a8c-claude,codex,experiment_runner,2026-06-15T04:21:29.958693,2026-06-15T05:01:44.701467,2414.742774,timestamps,True,,False
error-extrapolation-1820-claude,codex,resource_finder,2026-06-15T12:52:54.894604,2026-06-15T12:54:21.037286,86.142682,timestamps,True,,False
error-extrapolation-1820-claude,codex,experiment_runner,2026-06-15T12:54:21.037671,2026-06-15T13:12:39.413514,1098.375843,timestamps,True,,False
error-extrapolation-d0c9-gemini,codex,resource_finder,2026-06-15T13:09:49.399877,2026-06-15T13:24:01.077178,851.677301,timestamps,True,,False
error-extrapolation-d0c9-gemini,codex,experiment_runner,2026-06-15T13:24:01.077551,2026-06-15T13:49:55.199176,1554.121625,timestamps,True,,False
sampling-nn-0688-gemini,codex,resource_finder,2026-06-15T14:39:02.192428,2026-06-15T14:54:51.272232,949.079804,timestamps,True,,False
sampling-nn-0688-gemini,codex,experiment_runner,2026-06-15T14:54:51.272736,2026-06-15T15:47:23.966154,3152.693418,timestamps,True,,False
llm-sleep-mechanism-18a0-codex,codex,resource_finder,2026-06-15T20:07:38.575552,2026-06-15T20:24:50.700088,1032.124536,timestamps,True,,False
llm-sleep-mechanism-18a0-codex,codex,experiment_runner,2026-06-15T20:24:50.700417,2026-06-15T20:54:44.043780,1793.343363,timestamps,True,,False
llm-sleep-mechanism-95e3-gemini,codex,resource_finder,2026-06-15T21:53:26.471595,2026-06-15T22:15:58.408144,1351.936549,timestamps,True,,False
llm-sleep-mechanism-95e3-gemini,codex,experiment_runner,2026-06-15T22:15:58.408423,2026-06-15T23:25:36.432298,4178.023875,timestamps,True,,False
sampling-nn-d01c-codex,codex,resource_finder,2026-06-16T03:39:19.770161,2026-06-16T03:54:40.433581,920.66342,timestamps,True,,False
sampling-nn-d01c-codex,codex,experiment_runner,2026-06-16T03:54:40.433924,2026-06-16T04:09:02.251006,861.817082,timestamps,True,,False
error-extrapolation-6a30-codex,codex,resource_finder,2026-06-16T14:12:23.256249,2026-06-16T14:29:56.531216,1053.274967,timestamps,True,,False
error-extrapolation-6a30-codex,codex,experiment_runner,2026-06-16T14:29:56.531485,2026-06-16T15:12:52.328919,2575.797434,timestamps,True,,False
grounded-novelty-ai-69c6-claude,codex,resource_finder,2026-06-18T18:12:12.573841,2026-06-18T18:36:48.756973,1476.183132,timestamps,True,,False
grounded-novelty-ai-69c6-claude,codex,experiment_runner,2026-06-18T18:36:48.757251,2026-06-18T19:01:00.239852,1451.482601,timestamps,True,,False
neural-symbolic-ai-d145-claude,codex,resource_finder,2026-06-19T16:11:11.138706,2026-06-19T16:31:12.962673,1201.823967,timestamps,True,,False
neural-symbolic-ai-d145-claude,codex,experiment_runner,2026-06-19T16:31:12.963073,2026-06-19T16:52:48.401239,1295.438166,timestamps,True,,False
