name	full_name	ssh_url	clone_url	html_url	created_at	updated_at	pushed_at	default_branch	size
attention-for-ai-f38a-gemini	Hypogenic-AI/attention-for-ai-f38a-gemini	git@github.com:Hypogenic-AI/attention-for-ai-f38a-gemini.git	https://github.com/Hypogenic-AI/attention-for-ai-f38a-gemini.git	https://github.com/Hypogenic-AI/attention-for-ai-f38a-gemini	2026-03-08T21:26:08Z	2026-03-08T21:56:42Z	2026-03-08T21:56:37Z	main	39108
french-model-count-debc-claude	Hypogenic-AI/french-model-count-debc-claude	git@github.com:Hypogenic-AI/french-model-count-debc-claude.git	https://github.com/Hypogenic-AI/french-model-count-debc-claude.git	https://github.com/Hypogenic-AI/french-model-count-debc-claude	2026-03-08T21:27:19Z	2026-03-08T22:07:30Z	2026-03-08T22:07:25Z	main	87039
french-model-counting-9f9d-codex	Hypogenic-AI/french-model-counting-9f9d-codex	git@github.com:Hypogenic-AI/french-model-counting-9f9d-codex.git	https://github.com/Hypogenic-AI/french-model-counting-9f9d-codex.git	https://github.com/Hypogenic-AI/french-model-counting-9f9d-codex	2026-03-08T21:27:31Z	2026-03-08T22:12:09Z	2026-03-08T22:12:05Z	main	11971
model-count-french-94dd-gemini	Hypogenic-AI/model-count-french-94dd-gemini	git@github.com:Hypogenic-AI/model-count-french-94dd-gemini.git	https://github.com/Hypogenic-AI/model-count-french-94dd-gemini.git	https://github.com/Hypogenic-AI/model-count-french-94dd-gemini	2026-03-09T00:21:48Z	2026-03-09T01:04:14Z	2026-03-09T01:04:09Z	main	23433
llm-proof-verification-4ab2-claude	Hypogenic-AI/llm-proof-verification-4ab2-claude	git@github.com:Hypogenic-AI/llm-proof-verification-4ab2-claude.git	https://github.com/Hypogenic-AI/llm-proof-verification-4ab2-claude.git	https://github.com/Hypogenic-AI/llm-proof-verification-4ab2-claude	2026-03-09T04:29:23Z	2026-03-09T05:10:33Z	2026-03-09T05:10:28Z	main	97697
temporal-credit-assign-42dd-claude	Hypogenic-AI/temporal-credit-assign-42dd-claude	git@github.com:Hypogenic-AI/temporal-credit-assign-42dd-claude.git	https://github.com/Hypogenic-AI/temporal-credit-assign-42dd-claude.git	https://github.com/Hypogenic-AI/temporal-credit-assign-42dd-claude	2026-03-09T05:12:10Z	2026-03-09T07:47:51Z	2026-03-09T07:47:45Z	main	192591
self-critique-drift-687e-codex	Hypogenic-AI/self-critique-drift-687e-codex	git@github.com:Hypogenic-AI/self-critique-drift-687e-codex.git	https://github.com/Hypogenic-AI/self-critique-drift-687e-codex.git	https://github.com/Hypogenic-AI/self-critique-drift-687e-codex	2026-03-09T18:39:52Z	2026-03-09T19:37:07Z	2026-03-09T19:37:02Z	main	20975
cognitive-semi-groups-b2bf-claude	Hypogenic-AI/cognitive-semi-groups-b2bf-claude	git@github.com:Hypogenic-AI/cognitive-semi-groups-b2bf-claude.git	https://github.com/Hypogenic-AI/cognitive-semi-groups-b2bf-claude.git	https://github.com/Hypogenic-AI/cognitive-semi-groups-b2bf-claude	2026-03-09T22:21:16Z	2026-03-09T22:56:14Z	2026-03-09T22:56:09Z	main	82836
prompt-failure-prediction-0191-claude	Hypogenic-AI/prompt-failure-prediction-0191-claude	git@github.com:Hypogenic-AI/prompt-failure-prediction-0191-claude.git	https://github.com/Hypogenic-AI/prompt-failure-prediction-0191-claude.git	https://github.com/Hypogenic-AI/prompt-failure-prediction-0191-claude	2026-03-09T22:57:38Z	2026-03-09T23:43:34Z	2026-03-09T23:43:29Z	main	154116
convergence-coherence-4256-claude	Hypogenic-AI/convergence-coherence-4256-claude	git@github.com:Hypogenic-AI/convergence-coherence-4256-claude.git	https://github.com/Hypogenic-AI/convergence-coherence-4256-claude.git	https://github.com/Hypogenic-AI/convergence-coherence-4256-claude	2026-03-10T05:13:31Z	2026-03-10T05:54:21Z	2026-03-10T05:54:16Z	main	62643
adv-meta-llm-interpret-2f36-claude	Hypogenic-AI/adv-meta-llm-interpret-2f36-claude	git@github.com:Hypogenic-AI/adv-meta-llm-interpret-2f36-claude.git	https://github.com/Hypogenic-AI/adv-meta-llm-interpret-2f36-claude.git	https://github.com/Hypogenic-AI/adv-meta-llm-interpret-2f36-claude	2026-03-10T07:49:38Z	2026-03-10T09:58:08Z	2026-03-10T09:58:03Z	main	127289
error-propagation-proof-4a91-claude	Hypogenic-AI/error-propagation-proof-4a91-claude	git@github.com:Hypogenic-AI/error-propagation-proof-4a91-claude.git	https://github.com/Hypogenic-AI/error-propagation-proof-4a91-claude.git	https://github.com/Hypogenic-AI/error-propagation-proof-4a91-claude	2026-03-10T22:58:22Z	2026-03-11T00:02:22Z	2026-03-11T00:02:17Z	main	67158
multi-agent-cot-conv-11e2-claude	Hypogenic-AI/multi-agent-cot-conv-11e2-claude	git@github.com:Hypogenic-AI/multi-agent-cot-conv-11e2-claude.git	https://github.com/Hypogenic-AI/multi-agent-cot-conv-11e2-claude.git	https://github.com/Hypogenic-AI/multi-agent-cot-conv-11e2-claude	2026-03-11T00:03:48Z	2026-03-11T02:14:58Z	2026-03-11T02:14:52Z	main	138338
geom-loss-landscapes-cdfb-claude	Hypogenic-AI/geom-loss-landscapes-cdfb-claude	git@github.com:Hypogenic-AI/geom-loss-landscapes-cdfb-claude.git	https://github.com/Hypogenic-AI/geom-loss-landscapes-cdfb-claude.git	https://github.com/Hypogenic-AI/geom-loss-landscapes-cdfb-claude	2026-03-11T05:55:45Z	2026-03-11T07:32:30Z	2026-03-11T07:32:25Z	main	62467
emergent-alignment-llm-b11c-claude	Hypogenic-AI/emergent-alignment-llm-b11c-claude	git@github.com:Hypogenic-AI/emergent-alignment-llm-b11c-claude.git	https://github.com/Hypogenic-AI/emergent-alignment-llm-b11c-claude.git	https://github.com/Hypogenic-AI/emergent-alignment-llm-b11c-claude	2026-03-11T10:00:07Z	2026-03-11T10:59:35Z	2026-03-11T10:59:29Z	main	111534
phase-transitions-6299-claude	Hypogenic-AI/phase-transitions-6299-claude	git@github.com:Hypogenic-AI/phase-transitions-6299-claude.git	https://github.com/Hypogenic-AI/phase-transitions-6299-claude.git	https://github.com/Hypogenic-AI/phase-transitions-6299-claude	2026-03-12T02:55:22Z	2026-03-12T03:53:50Z	2026-03-12T03:53:45Z	main	83123
lying-style-nlp-0448-claude	Hypogenic-AI/lying-style-nlp-0448-claude	git@github.com:Hypogenic-AI/lying-style-nlp-0448-claude.git	https://github.com/Hypogenic-AI/lying-style-nlp-0448-claude.git	https://github.com/Hypogenic-AI/lying-style-nlp-0448-claude	2026-03-15T20:46:35Z	2026-03-15T21:28:36Z	2026-03-15T21:28:32Z	main	90438
lying-style-nlp-9950-gemini	Hypogenic-AI/lying-style-nlp-9950-gemini	git@github.com:Hypogenic-AI/lying-style-nlp-9950-gemini.git	https://github.com/Hypogenic-AI/lying-style-nlp-9950-gemini.git	https://github.com/Hypogenic-AI/lying-style-nlp-9950-gemini	2026-03-15T20:46:43Z	2026-03-15T21:19:10Z	2026-03-15T21:19:07Z	main	63672
lying-style-nlp-92c9-codex	Hypogenic-AI/lying-style-nlp-92c9-codex	git@github.com:Hypogenic-AI/lying-style-nlp-92c9-codex.git	https://github.com/Hypogenic-AI/lying-style-nlp-92c9-codex.git	https://github.com/Hypogenic-AI/lying-style-nlp-92c9-codex	2026-03-15T22:19:57Z	2026-03-15T22:48:58Z	2026-03-15T22:48:54Z	main	18114
live-salmon-ai-test-19cc-claude	Hypogenic-AI/live-salmon-ai-test-19cc-claude	git@github.com:Hypogenic-AI/live-salmon-ai-test-19cc-claude.git	https://github.com/Hypogenic-AI/live-salmon-ai-test-19cc-claude.git	https://github.com/Hypogenic-AI/live-salmon-ai-test-19cc-claude	2026-03-15T22:22:27Z	2026-03-15T23:09:30Z	2026-03-15T23:09:25Z	main	105406
live-salmon-ai-test-7d56-codex	Hypogenic-AI/live-salmon-ai-test-7d56-codex	git@github.com:Hypogenic-AI/live-salmon-ai-test-7d56-codex.git	https://github.com/Hypogenic-AI/live-salmon-ai-test-7d56-codex.git	https://github.com/Hypogenic-AI/live-salmon-ai-test-7d56-codex	2026-03-15T22:56:35Z	2026-03-15T23:57:08Z	2026-03-15T23:57:01Z	main	171768
live-salmon-ai-test-4361-gemini	Hypogenic-AI/live-salmon-ai-test-4361-gemini	git@github.com:Hypogenic-AI/live-salmon-ai-test-4361-gemini.git	https://github.com/Hypogenic-AI/live-salmon-ai-test-4361-gemini.git	https://github.com/Hypogenic-AI/live-salmon-ai-test-4361-gemini	2026-03-16T00:26:40Z	2026-03-16T00:57:44Z	2026-03-16T00:57:39Z	main	41885
incontext-if-then-2dae-claude	Hypogenic-AI/incontext-if-then-2dae-claude	git@github.com:Hypogenic-AI/incontext-if-then-2dae-claude.git	https://github.com/Hypogenic-AI/incontext-if-then-2dae-claude.git	https://github.com/Hypogenic-AI/incontext-if-then-2dae-claude	2026-03-16T02:03:52Z	2026-03-16T03:20:13Z	2026-03-16T03:20:09Z	main	59177
incontext-if-then-31c6-codex	Hypogenic-AI/incontext-if-then-31c6-codex	git@github.com:Hypogenic-AI/incontext-if-then-31c6-codex.git	https://github.com/Hypogenic-AI/incontext-if-then-31c6-codex.git	https://github.com/Hypogenic-AI/incontext-if-then-31c6-codex	2026-03-16T02:03:54Z	2026-03-16T02:46:46Z	2026-03-16T02:46:42Z	main	53579
inctx-if-then-capacity-6ce0-gemini	Hypogenic-AI/inctx-if-then-capacity-6ce0-gemini	git@github.com:Hypogenic-AI/inctx-if-then-capacity-6ce0-gemini.git	https://github.com/Hypogenic-AI/inctx-if-then-capacity-6ce0-gemini.git	https://github.com/Hypogenic-AI/inctx-if-then-capacity-6ce0-gemini	2026-03-16T05:23:33Z	2026-03-16T05:59:53Z	2026-03-16T05:59:48Z	main	10326
chat-convergence-claude	Hypogenic-AI/chat-convergence-claude	git@github.com:Hypogenic-AI/chat-convergence-claude.git	https://github.com/Hypogenic-AI/chat-convergence-claude.git	https://github.com/Hypogenic-AI/chat-convergence-claude	2026-03-20T02:03:27Z	2026-03-20T04:47:36Z	2026-03-20T04:47:32Z	main	83465
transformer-int-intervals-claude	Hypogenic-AI/transformer-int-intervals-claude	git@github.com:Hypogenic-AI/transformer-int-intervals-claude.git	https://github.com/Hypogenic-AI/transformer-int-intervals-claude.git	https://github.com/Hypogenic-AI/transformer-int-intervals-claude	2026-03-20T02:03:30Z	2026-03-20T03:25:32Z	2026-03-20T03:25:26Z	main	74100
specialized-copying-claude	Hypogenic-AI/specialized-copying-claude	git@github.com:Hypogenic-AI/specialized-copying-claude.git	https://github.com/Hypogenic-AI/specialized-copying-claude.git	https://github.com/Hypogenic-AI/specialized-copying-claude	2026-03-20T14:52:16Z	2026-03-20T15:41:11Z	2026-03-20T15:41:06Z	main	44878
counter-example-machine-claude	Hypogenic-AI/counter-example-machine-claude	git@github.com:Hypogenic-AI/counter-example-machine-claude.git	https://github.com/Hypogenic-AI/counter-example-machine-claude.git	https://github.com/Hypogenic-AI/counter-example-machine-claude	2026-03-20T14:52:18Z	2026-03-20T15:57:52Z	2026-03-20T15:57:46Z	main	66107
partial-isomorphisms-claude	Hypogenic-AI/partial-isomorphisms-claude	git@github.com:Hypogenic-AI/partial-isomorphisms-claude.git	https://github.com/Hypogenic-AI/partial-isomorphisms-claude.git	https://github.com/Hypogenic-AI/partial-isomorphisms-claude	2026-03-20T15:58:08Z	2026-03-20T17:19:31Z	2026-03-20T17:19:25Z	main	128017
llm-zero-shot-entropy-claude	Hypogenic-AI/llm-zero-shot-entropy-claude	git@github.com:Hypogenic-AI/llm-zero-shot-entropy-claude.git	https://github.com/Hypogenic-AI/llm-zero-shot-entropy-claude.git	https://github.com/Hypogenic-AI/llm-zero-shot-entropy-claude	2026-03-20T17:17:04Z	2026-03-20T18:04:46Z	2026-03-20T18:04:41Z	main	27499
finetune-saturation-claude	Hypogenic-AI/finetune-saturation-claude	git@github.com:Hypogenic-AI/finetune-saturation-claude.git	https://github.com/Hypogenic-AI/finetune-saturation-claude.git	https://github.com/Hypogenic-AI/finetune-saturation-claude	2026-03-20T17:19:54Z	2026-03-20T19:38:29Z	2026-03-20T19:38:24Z	main	55130
where-is-rhyming-claude	Hypogenic-AI/where-is-rhyming-claude	git@github.com:Hypogenic-AI/where-is-rhyming-claude.git	https://github.com/Hypogenic-AI/where-is-rhyming-claude.git	https://github.com/Hypogenic-AI/where-is-rhyming-claude	2026-03-20T18:05:18Z	2026-03-20T19:11:10Z	2026-03-20T19:11:05Z	main	28580
many-shot-residual-geom-claude	Hypogenic-AI/many-shot-residual-geom-claude	git@github.com:Hypogenic-AI/many-shot-residual-geom-claude.git	https://github.com/Hypogenic-AI/many-shot-residual-geom-claude.git	https://github.com/Hypogenic-AI/many-shot-residual-geom-claude	2026-03-20T19:11:39Z	2026-03-20T20:07:15Z	2026-03-20T20:07:10Z	main	116208
granular-deletes-nlp-claude	Hypogenic-AI/granular-deletes-nlp-claude	git@github.com:Hypogenic-AI/granular-deletes-nlp-claude.git	https://github.com/Hypogenic-AI/granular-deletes-nlp-claude.git	https://github.com/Hypogenic-AI/granular-deletes-nlp-claude	2026-03-20T19:38:54Z	2026-03-20T20:15:22Z	2026-03-20T20:15:17Z	main	52952
llm-bullying-analysis-claude	Hypogenic-AI/llm-bullying-analysis-claude	git@github.com:Hypogenic-AI/llm-bullying-analysis-claude.git	https://github.com/Hypogenic-AI/llm-bullying-analysis-claude.git	https://github.com/Hypogenic-AI/llm-bullying-analysis-claude	2026-03-20T20:07:43Z	2026-03-20T21:29:41Z	2026-03-20T21:29:36Z	main	42337
lying-style-nlp-claude	Hypogenic-AI/lying-style-nlp-claude	git@github.com:Hypogenic-AI/lying-style-nlp-claude.git	https://github.com/Hypogenic-AI/lying-style-nlp-claude.git	https://github.com/Hypogenic-AI/lying-style-nlp-claude	2026-03-20T20:15:46Z	2026-03-20T21:18:45Z	2026-03-20T21:18:40Z	main	108858
person-space-mapping-claude	Hypogenic-AI/person-space-mapping-claude	git@github.com:Hypogenic-AI/person-space-mapping-claude.git	https://github.com/Hypogenic-AI/person-space-mapping-claude.git	https://github.com/Hypogenic-AI/person-space-mapping-claude	2026-03-20T21:19:17Z	2026-03-20T23:31:41Z	2026-03-20T23:31:37Z	main	67618
proficiency-features-claude	Hypogenic-AI/proficiency-features-claude	git@github.com:Hypogenic-AI/proficiency-features-claude.git	https://github.com/Hypogenic-AI/proficiency-features-claude.git	https://github.com/Hypogenic-AI/proficiency-features-claude	2026-03-20T21:30:12Z	2026-03-21T00:01:11Z	2026-03-21T00:01:04Z	main	90411
nat-induction-heads-claude	Hypogenic-AI/nat-induction-heads-claude	git@github.com:Hypogenic-AI/nat-induction-heads-claude.git	https://github.com/Hypogenic-AI/nat-induction-heads-claude.git	https://github.com/Hypogenic-AI/nat-induction-heads-claude	2026-03-20T23:32:12Z	2026-03-21T00:25:43Z	2026-03-21T00:25:37Z	main	54117
predict-slop-ai-claude	Hypogenic-AI/predict-slop-ai-claude	git@github.com:Hypogenic-AI/predict-slop-ai-claude.git	https://github.com/Hypogenic-AI/predict-slop-ai-claude.git	https://github.com/Hypogenic-AI/predict-slop-ai-claude	2026-03-21T00:01:42Z	2026-03-21T00:58:07Z	2026-03-21T00:58:02Z	main	45682
cross-comp-reps-claude	Hypogenic-AI/cross-comp-reps-claude	git@github.com:Hypogenic-AI/cross-comp-reps-claude.git	https://github.com/Hypogenic-AI/cross-comp-reps-claude.git	https://github.com/Hypogenic-AI/cross-comp-reps-claude	2026-03-21T00:26:12Z	2026-03-21T01:15:17Z	2026-03-21T01:15:11Z	main	117171
scaling-laws-finetune-claude	Hypogenic-AI/scaling-laws-finetune-claude	git@github.com:Hypogenic-AI/scaling-laws-finetune-claude.git	https://github.com/Hypogenic-AI/scaling-laws-finetune-claude.git	https://github.com/Hypogenic-AI/scaling-laws-finetune-claude	2026-03-21T00:58:37Z	2026-03-21T04:01:42Z	2026-03-21T04:01:37Z	main	64745
test-llm-impersonators-claude	Hypogenic-AI/test-llm-impersonators-claude	git@github.com:Hypogenic-AI/test-llm-impersonators-claude.git	https://github.com/Hypogenic-AI/test-llm-impersonators-claude.git	https://github.com/Hypogenic-AI/test-llm-impersonators-claude	2026-03-21T01:15:47Z	2026-03-21T02:09:04Z	2026-03-21T02:08:59Z	main	78768
ai-undetectability-lb-claude	Hypogenic-AI/ai-undetectability-lb-claude	git@github.com:Hypogenic-AI/ai-undetectability-lb-claude.git	https://github.com/Hypogenic-AI/ai-undetectability-lb-claude.git	https://github.com/Hypogenic-AI/ai-undetectability-lb-claude	2026-03-21T02:09:35Z	2026-03-21T03:43:41Z	2026-03-21T03:43:34Z	main	221230
mistake-vs-persona-claude	Hypogenic-AI/mistake-vs-persona-claude	git@github.com:Hypogenic-AI/mistake-vs-persona-claude.git	https://github.com/Hypogenic-AI/mistake-vs-persona-claude.git	https://github.com/Hypogenic-AI/mistake-vs-persona-claude	2026-03-21T03:45:54Z	2026-03-21T04:40:19Z	2026-03-21T04:40:12Z	main	167127
llm-keeping-secrets-claude	Hypogenic-AI/llm-keeping-secrets-claude	git@github.com:Hypogenic-AI/llm-keeping-secrets-claude.git	https://github.com/Hypogenic-AI/llm-keeping-secrets-claude.git	https://github.com/Hypogenic-AI/llm-keeping-secrets-claude	2026-03-21T04:02:32Z	2026-03-21T04:56:32Z	2026-03-21T04:56:27Z	main	53321
higher-level-implicit-claude	Hypogenic-AI/higher-level-implicit-claude	git@github.com:Hypogenic-AI/higher-level-implicit-claude.git	https://github.com/Hypogenic-AI/higher-level-implicit-claude.git	https://github.com/Hypogenic-AI/higher-level-implicit-claude	2026-03-21T04:40:54Z	2026-03-21T05:32:20Z	2026-03-21T05:32:16Z	main	38167
less-ai-sounding-claude	Hypogenic-AI/less-ai-sounding-claude	git@github.com:Hypogenic-AI/less-ai-sounding-claude.git	https://github.com/Hypogenic-AI/less-ai-sounding-claude.git	https://github.com/Hypogenic-AI/less-ai-sounding-claude	2026-03-21T05:32:58Z	2026-03-21T07:11:32Z	2026-03-21T07:11:26Z	main	124124
evolving-forecasters-claude	Hypogenic-AI/evolving-forecasters-claude	git@github.com:Hypogenic-AI/evolving-forecasters-claude.git	https://github.com/Hypogenic-AI/evolving-forecasters-claude.git	https://github.com/Hypogenic-AI/evolving-forecasters-claude	2026-03-21T06:17:21Z	2026-03-21T07:28:30Z	2026-03-21T07:28:25Z	main	55291
abstraction-vs-grounding-claude	Hypogenic-AI/abstraction-vs-grounding-claude	git@github.com:Hypogenic-AI/abstraction-vs-grounding-claude.git	https://github.com/Hypogenic-AI/abstraction-vs-grounding-claude.git	https://github.com/Hypogenic-AI/abstraction-vs-grounding-claude	2026-03-21T07:12:27Z	2026-03-21T09:13:06Z	2026-03-21T09:13:01Z	main	164114
logit-lens-limits-claude	Hypogenic-AI/logit-lens-limits-claude	git@github.com:Hypogenic-AI/logit-lens-limits-claude.git	https://github.com/Hypogenic-AI/logit-lens-limits-claude.git	https://github.com/Hypogenic-AI/logit-lens-limits-claude	2026-03-21T09:13:11Z	2026-03-21T10:07:42Z	2026-03-21T10:07:37Z	main	114018
careful-llm-words-claude	Hypogenic-AI/careful-llm-words-claude	git@github.com:Hypogenic-AI/careful-llm-words-claude.git	https://github.com/Hypogenic-AI/careful-llm-words-claude.git	https://github.com/Hypogenic-AI/careful-llm-words-claude	2026-03-21T09:13:46Z	2026-03-23T16:47:34Z	2026-03-23T16:47:28Z	main	21584
alignment-watermark-claude	Hypogenic-AI/alignment-watermark-claude	git@github.com:Hypogenic-AI/alignment-watermark-claude.git	https://github.com/Hypogenic-AI/alignment-watermark-claude.git	https://github.com/Hypogenic-AI/alignment-watermark-claude	2026-03-21T10:08:25Z	2026-03-21T11:25:02Z	2026-03-21T11:24:57Z	main	130515
llm-one-pass-ordering-claude	Hypogenic-AI/llm-one-pass-ordering-claude	git@github.com:Hypogenic-AI/llm-one-pass-ordering-claude.git	https://github.com/Hypogenic-AI/llm-one-pass-ordering-claude.git	https://github.com/Hypogenic-AI/llm-one-pass-ordering-claude	2026-03-22T03:59:16Z	2026-03-22T04:36:27Z	2026-03-22T04:36:22Z	main	28133
invertible-lm-output-claude	Hypogenic-AI/invertible-lm-output-claude	git@github.com:Hypogenic-AI/invertible-lm-output-claude.git	https://github.com/Hypogenic-AI/invertible-lm-output-claude.git	https://github.com/Hypogenic-AI/invertible-lm-output-claude	2026-03-22T04:37:08Z	2026-03-22T05:29:20Z	2026-03-22T05:29:15Z	main	48790
nonlinear-diction-nlp-claude	Hypogenic-AI/nonlinear-diction-nlp-claude	git@github.com:Hypogenic-AI/nonlinear-diction-nlp-claude.git	https://github.com/Hypogenic-AI/nonlinear-diction-nlp-claude.git	https://github.com/Hypogenic-AI/nonlinear-diction-nlp-claude	2026-03-22T05:30:06Z	2026-03-22T07:04:33Z	2026-03-22T07:04:29Z	main	66830
sounds-like-ai-claude	Hypogenic-AI/sounds-like-ai-claude	git@github.com:Hypogenic-AI/sounds-like-ai-claude.git	https://github.com/Hypogenic-AI/sounds-like-ai-claude.git	https://github.com/Hypogenic-AI/sounds-like-ai-claude	2026-03-22T05:31:11Z	2026-03-22T06:38:17Z	2026-03-22T06:38:12Z	main	93397
llm-pain-analysis-eb23-claude	Hypogenic-AI/llm-pain-analysis-eb23-claude	git@github.com:Hypogenic-AI/llm-pain-analysis-eb23-claude.git	https://github.com/Hypogenic-AI/llm-pain-analysis-eb23-claude.git	https://github.com/Hypogenic-AI/llm-pain-analysis-eb23-claude	2026-03-22T06:24:53Z	2026-03-22T07:48:48Z	2026-03-22T07:48:43Z	main	64345
llm-pain-analysis-694e-codex	Hypogenic-AI/llm-pain-analysis-694e-codex	git@github.com:Hypogenic-AI/llm-pain-analysis-694e-codex.git	https://github.com/Hypogenic-AI/llm-pain-analysis-694e-codex.git	https://github.com/Hypogenic-AI/llm-pain-analysis-694e-codex	2026-03-22T06:25:11Z	2026-03-22T06:59:36Z	2026-03-22T06:59:32Z	main	36174
llm-pain-analysis-89e0-gemini	Hypogenic-AI/llm-pain-analysis-89e0-gemini	git@github.com:Hypogenic-AI/llm-pain-analysis-89e0-gemini.git	https://github.com/Hypogenic-AI/llm-pain-analysis-89e0-gemini.git	https://github.com/Hypogenic-AI/llm-pain-analysis-89e0-gemini	2026-03-22T06:25:15Z	2026-03-22T08:07:33Z	2026-03-22T08:07:28Z	main	20395
factorio-social-ai-claude	Hypogenic-AI/factorio-social-ai-claude	git@github.com:Hypogenic-AI/factorio-social-ai-claude.git	https://github.com/Hypogenic-AI/factorio-social-ai-claude.git	https://github.com/Hypogenic-AI/factorio-social-ai-claude	2026-03-22T06:39:27Z	2026-03-22T07:36:53Z	2026-03-22T07:36:45Z	main	201915
hidden-state-storage-claude	Hypogenic-AI/hidden-state-storage-claude	git@github.com:Hypogenic-AI/hidden-state-storage-claude.git	https://github.com/Hypogenic-AI/hidden-state-storage-claude.git	https://github.com/Hypogenic-AI/hidden-state-storage-claude	2026-03-22T07:05:25Z	2026-03-22T10:05:38Z	2026-03-22T10:05:34Z	main	61517
llm-priming-sidechan-claude	Hypogenic-AI/llm-priming-sidechan-claude	git@github.com:Hypogenic-AI/llm-priming-sidechan-claude.git	https://github.com/Hypogenic-AI/llm-priming-sidechan-claude.git	https://github.com/Hypogenic-AI/llm-priming-sidechan-claude	2026-03-22T07:37:41Z	2026-03-22T08:40:25Z	2026-03-22T08:40:21Z	main	58168
multi-turn-regress-claude	Hypogenic-AI/multi-turn-regress-claude	git@github.com:Hypogenic-AI/multi-turn-regress-claude.git	https://github.com/Hypogenic-AI/multi-turn-regress-claude.git	https://github.com/Hypogenic-AI/multi-turn-regress-claude	2026-03-22T08:41:13Z	2026-03-22T09:53:58Z	2026-03-22T09:53:53Z	main	40321
news-future-ai-claude	Hypogenic-AI/news-future-ai-claude	git@github.com:Hypogenic-AI/news-future-ai-claude.git	https://github.com/Hypogenic-AI/news-future-ai-claude.git	https://github.com/Hypogenic-AI/news-future-ai-claude	2026-03-22T09:55:29Z	2026-03-22T10:33:06Z	2026-03-22T10:33:00Z	main	34142
finetuning-proof-datasets-claude	Hypogenic-AI/finetuning-proof-datasets-claude	git@github.com:Hypogenic-AI/finetuning-proof-datasets-claude.git	https://github.com/Hypogenic-AI/finetuning-proof-datasets-claude.git	https://github.com/Hypogenic-AI/finetuning-proof-datasets-claude	2026-03-22T10:06:32Z	2026-03-22T12:34:09Z	2026-03-22T12:34:05Z	main	41967
false-memories-llm-claude	Hypogenic-AI/false-memories-llm-claude	git@github.com:Hypogenic-AI/false-memories-llm-claude.git	https://github.com/Hypogenic-AI/false-memories-llm-claude.git	https://github.com/Hypogenic-AI/false-memories-llm-claude	2026-03-22T10:34:00Z	2026-03-22T11:08:14Z	2026-03-22T11:08:09Z	main	28316
covariance-belief-space-claude	Hypogenic-AI/covariance-belief-space-claude	git@github.com:Hypogenic-AI/covariance-belief-space-claude.git	https://github.com/Hypogenic-AI/covariance-belief-space-claude.git	https://github.com/Hypogenic-AI/covariance-belief-space-claude	2026-03-22T11:09:07Z	2026-03-22T11:41:12Z	2026-03-22T11:41:06Z	main	108798
info-in-out-genai-claude	Hypogenic-AI/info-in-out-genai-claude	git@github.com:Hypogenic-AI/info-in-out-genai-claude.git	https://github.com/Hypogenic-AI/info-in-out-genai-claude.git	https://github.com/Hypogenic-AI/info-in-out-genai-claude	2026-03-22T11:42:04Z	2026-03-22T12:23:33Z	2026-03-22T12:23:28Z	main	70712
steering-expanded-mlp-claude	Hypogenic-AI/steering-expanded-mlp-claude	git@github.com:Hypogenic-AI/steering-expanded-mlp-claude.git	https://github.com/Hypogenic-AI/steering-expanded-mlp-claude.git	https://github.com/Hypogenic-AI/steering-expanded-mlp-claude	2026-03-22T12:24:26Z	2026-03-22T13:06:48Z	2026-03-22T13:06:43Z	main	120005
residual-stream-biject-claude	Hypogenic-AI/residual-stream-biject-claude	git@github.com:Hypogenic-AI/residual-stream-biject-claude.git	https://github.com/Hypogenic-AI/residual-stream-biject-claude.git	https://github.com/Hypogenic-AI/residual-stream-biject-claude	2026-03-22T12:35:07Z	2026-03-22T13:46:40Z	2026-03-22T13:46:35Z	main	45711
all-words-phrases-nlp-claude	Hypogenic-AI/all-words-phrases-nlp-claude	git@github.com:Hypogenic-AI/all-words-phrases-nlp-claude.git	https://github.com/Hypogenic-AI/all-words-phrases-nlp-claude.git	https://github.com/Hypogenic-AI/all-words-phrases-nlp-claude	2026-03-22T13:07:58Z	2026-03-22T13:53:45Z	2026-03-22T13:53:40Z	main	34187
phrase-arithmetic-nlp-claude	Hypogenic-AI/phrase-arithmetic-nlp-claude	git@github.com:Hypogenic-AI/phrase-arithmetic-nlp-claude.git	https://github.com/Hypogenic-AI/phrase-arithmetic-nlp-claude.git	https://github.com/Hypogenic-AI/phrase-arithmetic-nlp-claude	2026-03-22T13:47:49Z	2026-03-22T14:52:07Z	2026-03-22T14:52:02Z	main	63307
quantify-llm-factors-claude	Hypogenic-AI/quantify-llm-factors-claude	git@github.com:Hypogenic-AI/quantify-llm-factors-claude.git	https://github.com/Hypogenic-AI/quantify-llm-factors-claude.git	https://github.com/Hypogenic-AI/quantify-llm-factors-claude	2026-03-22T14:37:39Z	2026-03-22T15:52:09Z	2026-03-22T15:52:04Z	main	131015
coordination-ai-game-claude	Hypogenic-AI/coordination-ai-game-claude	git@github.com:Hypogenic-AI/coordination-ai-game-claude.git	https://github.com/Hypogenic-AI/coordination-ai-game-claude.git	https://github.com/Hypogenic-AI/coordination-ai-game-claude	2026-03-22T14:53:07Z	2026-03-22T18:09:03Z	2026-03-22T18:08:58Z	main	127298
